id,company_name,location,sector,near_term_status,near_term_target_year
5887,"Alood co.,ltd",Japão,Materiais de Construção,Metas definidas,2030
5888,"Alpron co.,ltd.",Japão,Processamento de Alimentos e Bebidas,Metas definidas,2030
5889,"Alps Alpine Co., Ltd.",Japão,Automóveis e Componentes,Metas definidas,2030
5890,"Altech Co.,Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5891,"AMADA CO.,LTD.",Japão,Hardware e Equipamento de Tecnologia,Metas definidas,2030
5892,ANA Holdings Inc.,Japão,Transporte Aéreo - Companhias Aéreas,Metas definidas,2030
5893,"Anchor Network Service, Inc.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5894,"Andokogyo Co.,Ltd.",Japão,Serviços Especializados ao Consumidor,Metas definidas,2030
5895,Anritsu Corporation,Japão,Hardware e Equipamento de Tecnologia,Metas definidas,2030
5896,"AO Holdings Co.,Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5897,"aoito soken Co., Ltd.",Japão,Serviços Profissionais,Metas definidas,2030
5898,AOKI Holdings Inc.,Japão,Varejo,Comprometido,Não Informado
5899,"AOMI CONSTRUCTION CO.,LTD.",Japão,Construção e Engenharia,Comprometido,Não Informado
5900,AOYAMASHOUTEN K.K,Japão,Varejo,Metas definidas,2030
5901,Arai Inc.,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5902,"Arakawa Industries Co., Ltd.",Japão,Automóveis e Componentes,Metas definidas,2030
5903,"ARC CO., LTD.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5904,"Arcadia Co., Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5905,"ARE Holdings, Inc.",Japão,Companhias de Gestão de Resíduos Sólidos,Comprometido,Não Informado
5906,"ARIGIS Co.,Ltd",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5907,"ARIKAWA WORKS Co., Ltd",Japão,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
5908,"Arita Service Co., Ltd",Japão,Serviços Especializados ao Consumidor,Metas definidas,2030
5909,"AROC･SANWA Co.,Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5910,"ARROW-M CO., LTD.",Japão,Insumos de Construção,Metas definidas,2030
5911,ARTE CORPORATION,Japão,Equipamentos e Suprimentos de Saúde,Metas definidas,2030
5912,"ASAHI FIBER INDUSTRY CO., LTD.",Japão,Produtos Químicos,Metas definidas,2030
5913,Asahi Group Holdings Ltd.,Japão,Processamento de Alimentos e Bebidas,Metas definidas,2030
5914,Asahi Kasei Homes Corporation,Japão,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5915,"ASAHI KENKO Co.,Ltd",Japão,Materiais de Construção,Metas definidas,2030
5916,"Asahi Kenzai Co., Ltd.",Japão,Varejo,Metas definidas,2030
5917,"ASAHI KOGYOSHA CO.,LTD.",Japão,Construção e Engenharia,Comprometido,Não Informado
5918,"Asahi Metal Co.,Ltd",Japão,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
5919,"Asahi Shoko Co., Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5920,"Asahi Woodtec Co., Ltd.",Japão,Produtos Florestais,Metas definidas,2031
5921,AsahiKasei Co.Ltd.,Japão,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5922,"ASAHIROKAZAI CO.,LTD.",Japão,Produtos Químicos,Metas definidas,2030
5923,"AsanoKasei Co.,Ltd.",Japão,Automóveis e Componentes,Metas definidas,2030
5924,ASANUMA CORPORATION,Japão,Construção e Engenharia,Comprometido,Não Informado
5925,Ascentech K.K.,Japão,Software e Serviços,Metas definidas,2030
5926,"ASHIDA SANGYO Co.,Ltd",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5927,ASHITAKA Soken Inc.,Japão,Construção e Engenharia,Metas definidas,2030
5928,"ashitamoyoihi Co.,Ltd.",Japão,Serviços Especializados ao Consumidor,Metas definidas,2030
5929,"Asia Air Survey Co.,Ltd.",Japão,Serviços Profissionais,Metas definidas,2030
5930,ASICS Corporation,Japão,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5931,ASKUL Corporation,Japão,Varejo,Metas definidas,2030
5932,"ASTEC CO.,LTD.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5933,Astellas Pharma Inc.,Japão,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
5934,"Astro Serve Co., Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5935,Asuene Inc.,Japão,Software e Serviços,Metas definidas,2030
5936,"Asunaro Aoki Construction Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2034
5937,"ATEC Co.,Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5938,"ATHENA KOGYO CO.,LTD.",Japão,Recipientes e Embalagens,Metas definidas,2030
5939,"ATOM LIVIN TECH Co., Ltd.",Japão,Insumos de Construção,Metas definidas,2030
5940,"ATSUTA KIGYO Co., Ltd",Japão,Aeroespacial e Defesa,Metas definidas,2030
5941,AUCNET INC.,Japão,Software e Serviços,Metas definidas,2030
5942,Awaji Starch & Flour Inc.,Japão,Processamento de Alimentos e Bebidas,Metas definidas,2030
5943,Azbil Corporation,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5944,B.M INDUSTRIES.LTD.,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5945,"Bainan Kozai Co.,Ltd.",Japão,Varejo,Metas definidas,2030
5946,BAIT AL -HIKMA LTD.,Japão,Software e Serviços,Metas definidas,2030
5947,"Bauhaus Maruei Co.,Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
5948,"BayCurrent Consulting, Inc.",Japão,Serviços Profissionais,Compromisso removido,Não Informado
5949,"Beck Co., Ltd.",Japão,Varejo,Metas definidas,2030
5950,"Beefplace Co.,Ltd.",Japão,Processamento de Alimentos e Bebidas,Metas definidas,2030
5951,"BELLSYSTEM24 HOLDINGS, INC.",Japão,Serviços de Telecomunicação,Metas definidas,2030
5952,"Benesse Corporation, Inc.",Japão,Serviços Educacionais,Metas definidas,2030
5953,"BEST SHIZAI Co., Ltd.",Japão,Insumos de Construção,Metas definidas,2030
5954,"BIF Co.,Ltd.",Japão,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5955,"Bikenkougyou Co.,Ltd",Japão,Materiais de Construção,Metas definidas,2030
5956,"BIOTECHWORKS-H2 Co.,Ltd.",Japão,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
5957,BIPROGY Inc.,Japão,Software e Serviços,Metas definidas,2030
5958,Bisho Co.Ltd,Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5959,"BISOU Co.,ltd",Japão,Transporte Terrestre - Caminhões,Metas definidas,2030
5960,"booost technologies,Inc.",Japão,Software e Serviços,Metas definidas,2030
5961,"Boujyokenkyusyo Co.,Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5962,Brain Assist Inc.,Japão,Software e Serviços,Metas definidas,2030
5963,Bridgestone Corporation,Japão,Pneus,Metas definidas,2030
5964,"Brother Industries, Ltd.",Japão,Hardware e Equipamento de Tecnologia,Metas definidas,2030
5965,"Bunka Shutter Co., Ltd.",Japão,Materiais de Construção,Metas definidas,2030
5966,"BUNKEIDO CO.,LTD.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5967,"Bunshodo Printing Co.,Ltd",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5968,Bushu Pharmaceuticals Ltd.,Japão,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
5969,Business Brain Showa-Ota Inc.,Japão,Software e Serviços,Metas definidas,2030
5970,"CAGLA, Inc.",Japão,Software e Serviços,Metas definidas,2030
5971,"CAMINO SANGYO Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
5972,CANON INC.,Japão,Hardware e Equipamento de Tecnologia,Metas definidas,2030
5973,"CAPITAL Co.,Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5974,Carbon Free Consulting Corporation,Japão,Serviços Profissionais,Metas definidas,2030
5975,"Carbon Free Network, Inc.",Japão,Serviços Profissionais,Metas definidas,2030
5976,"CareNet,Inc.",Japão,Software e Serviços,Comprometido,Não Informado
5977,"CAS Co.,Ltd.",Japão,Semicondutores e Equipamentos,Metas definidas,2030
5978,"CASIO COMPUTER CO., LTD.",Japão,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5979,CASSINA IXC.Ltd.,Japão,Varejo,Metas definidas,2030
5980,"CATEYE Co.,Ltd.",Japão,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5981,"CBC CO., LTD",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
5982,Chemicrea Inc.,Japão,Produtos Químicos,Metas definidas,2030
5983,"CHITA HOME Co.,Ltd",Japão,Construção Residencial,Metas definidas,2030
5984,"Chiyoda Electronics Co.,Ltd",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5985,"CHOEI INDUSTRY Co.,Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5986,"Chubu Air Cleaner Co., Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5987,"CHUBU TEPRO CO.,LTD",Japão,Automóveis e Componentes,Metas definidas,2030
5988,Chubuecobio LLC,Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5989,"Chubukogyo Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
5990,"Chugai Co., Ltd.",Japão,Mídia,Metas definidas,2030
5991,"Chugai Pharmaceutical Co., Ltd.",Japão,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
5992,"Chuko Electric Co., Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5993,CHUO SASH INDUSTRY Ltd.,Japão,Insumos de Construção,Metas definidas,2030
5994,Chuo-Nittochi Private REIT Inc.,Japão,Imóveis,Metas definidas,2030
5995,"CHUOKAKOHKI CO.,LTD.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5996,"CHUOKOKI CO.,Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5997,ChuSanRen (Central Japão Industries Association),Japão,Serviços Profissionais,Metas definidas,2030
5998,"CITIZEN WATCH CO., LTD.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5999,CKD Corporation,Japão,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
6000,CKK Corporation,Japão,Produtos Químicos,Metas definidas,2030
6001,"Clean Japão Engineering Co.,Ltd.",Japão,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
6002,"Clean system Co.,LTD",Japão,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
6003,Cleanup Corporation,Japão,Insumos de Construção,Metas definidas,2030
6004,"CMIC HOLDINGS Co., Ltd.",Japão,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
6005,"CMIC Inizio Co., Ltd.",Japão,Serviços Profissionais,Comprometido,Não Informado
6006,"CNS Co.,Ltd.",Japão,Software e Serviços,Metas definidas,2030
6007,"Cocco Co., Ltd",Japão,Serviços Profissionais,Metas definidas,2030
6008,"Color’s Co.,Ltd.",Japão,Varejo,Metas definidas,2030
6009,Comany Inc.,Japão,Insumos de Construção,Metas definidas,2030
6010,COMCO Corporation,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6011,Comforia Residential REIT Inc.,Japão,Imóveis,Metas definidas,2030
6012,"COMFORT SYSTEM CO.,LTD",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
6013,Common keiso Ltd.,Japão,Construção e Engenharia,Metas definidas,2030
6014,COMSYS Holdings Corporation,Japão,Construção e Engenharia,Metas definidas,2030
6015,COPREC Inc.,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6016,"CORETHREE Co., Ltd.",Japão,Insumos de Construção,Metas definidas,2030
6017,Corlant Inc.,Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
6018,Create Corporation,Japão,Varejo,Metas definidas,2030
6019,"Credit Saison Co., Ltd.",Japão,"Serviços Financeiros Especializados, Financiamento ao Consumidor e Corretoras de Seguros",Metas definidas,2030
6020,"CSI Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
6021,"Dai Nippon Printing Co., Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
6022,"DAI-DAN CO.,LTD.",Japão,Construção e Engenharia,Metas definidas,2029
6023,"DAIDO TRADING CO.,LTD",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
6024,"Daiei Co., Ltd. (Hyogo)",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6025,"DAIEI SEISAKUSHO CO.,LTD.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6026,DAIEI.Co.Ltd,Japão,Produtos Florestais,Metas definidas,2030
6027,"Daifuku Co., Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6028,"DAIICHI CO.,LTD",Japão,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
6029,"Daiichi Sankyo Co., Ltd.",Japão,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
6030,"Daiichi Sokko,inc.",Japão,Serviços Profissionais,Metas definidas,2030
6031,"Daiichikikou Co.,Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6032,DAIKEN CORPORATION,Japão,Produtos Florestais,Metas definidas,2030
6033,"Daiki Industrial Co.,Ltd",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6034,"DAIKIN INDUSTRIES, LTD",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2031
6035,DaikoSeisakusyo Inc.,Japão,Insumos de Construção,Metas definidas,2030
6036,"Daikyo Chemical Co.,Ltd.",Japão,Produtos Químicos,Metas definidas,2030
6037,Daimatsu Industries inc.,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6038,"DAISEI Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
6039,"Daiseki Co., Ltd.",Japão,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
6040,DaishinPressKogyoYugenkaisya,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6041,"DAISHOSEIKI Co.,Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6042,"Daito Trust Construction Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
6043,Daitomiunyu Co.Ltd.,Japão,Transporte Terrestre - Caminhões,Metas definidas,2030
6044,"Daitosangyou Co., Ltd.",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
6045,"DAIWA CO.,LTD.",Japão,Semicondutores e Equipamentos,Metas definidas,2030
6046,"Daiwa Enterprise Co.,Ltd.",Japão,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
6047,"Daiwa Excel Co., Ltd.",Japão,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
6048,"Daiwa House Industry Co., Ltd.",Japão,Imóveis,Metas definidas,2031
6049,Daiwa House REIT Investment Corporation,Japão,Imóveis,Metas definidas,2030
6050,"Daiwa Metal Industry Co.,Ltd",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6051,"DAIWA PAX CO.,LTD.",Japão,Recipientes e Embalagens,Metas definidas,2030
6052,"Daiwa Special Glass co.,ltd",Japão,Recipientes e Embalagens,Metas definidas,2030
6053,"Daiwatech Co., Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6054,"DAYDO CO., LTD.",Japão,Insumos de Construção,Metas definidas,2030
6055,DBJ Private REIT Inc.,Japão,Imóveis,Metas definidas,2030
6056,"DeNA Co., Ltd.",Japão,Software e Serviços,Comprometido,Não Informado
6057,DENSO Corporation,Japão,Automóveis e Componentes,Metas definidas,2030
6058,Dentsu Group Inc.,Japão,Mídia,Metas definidas,2030
6059,DIATOP,Japão,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
6060,DIC Corporation,Japão,Produtos Químicos,Metas definidas,2030
6061,DIECAST TOWA MANUFACTURING Co.LTD,Japão,Automóveis e Componentes,Metas definidas,2030
6062,DIGITAL GRID Corporation,Japão,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
6063,"DKK Co.,Ltd.",Japão,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
6064,"DMG Mori Co., Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6065,"Doi kousakusyo Co.,Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6066,"DONRYU Co.,Ltd.",Japão,Automóveis e Componentes,Metas definidas,2030
6067,"dorimeiku Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
6068,"Dorin.,co,Ltd．",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6069,Drop Inc.,Japão,Serviços Profissionais,Metas definidas,2030
6070,"DS Logico CO.,LTD",Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
6071,DTS CORPORATION,Japão,Software e Serviços,Metas definidas,2030
6072,"E-Konzal Co., Ltd",Japão,Serviços Profissionais,Metas definidas,2030
6073,"E-Plan Co., Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6074,E・J Holdings Inc.,Japão,Serviços Profissionais,Metas definidas,2030
6075,E&M Corporation,Japão,Software e Serviços,Metas definidas,2030
6076,Earth Create LCC,Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
6077,"Earth Support Corporation Co., LTD",Japão,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
6078,East Japão Railway Company,Japão,Transporte Terrestre - Estradas de Ferro,Comprometido,Não Informado
6079,EBARA CORPORATION,Japão,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
6080,EBUCHI INDUSTRIAL FACTORY,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
6081,"Eco Plan Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
6082,"Eco Style Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
6083,"ECO WORKS co.,ltd.",Japão,Construção Residencial,Metas definidas,2030
6084,"eco-R Co., Ltd.",Japão,Automóveis e Componentes,Metas definidas,2030
6085,"Ecogreen kaihatsu Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
6086,"ecominami co., ltd.",Japão,Insumos de Construção,Metas definidas,2030
6087,ECONOMIC-LEGAL RESEARCH INSTITUTE (KEIZAI-HOUREI KENKYUKAI),Japão,Serviços Educacionais,Metas definidas,2030
6088,EDOA Corp,Japão,Serviços Profissionais,Metas definidas,2030
6089,"eftax Co., Ltd.",Japão,Software e Serviços,Metas definidas,2030
